Date	0-10	15-10	30-10	45-10	60-10	75-10	90-10	105-10	120-10	135-10	150-10	165-10	180-10	195-10	210-10	225-10	240-10	255-10	270-10	285-10	300-10	315-10	330-10	345-10	0-20	15-20	30-20	45-20	60-20	75-20	90-20	105-20	120-20	135-20	150-20	165-20	180-20	195-20	210-20	225-20	240-20	255-20	270-20	285-20	300-20	315-20	330-20	345-20	0-30	15-30	30-30	45-30	60-30	75-30	90-30	105-30	120-30	135-30	150-30	165-30	180-30	195-30	210-30	225-30	240-30	255-30	270-30	285-30	300-30	315-30	330-30	345-30
09-09	377.5723	389.7049	398.1754	402.4892	402.3963	397.9025	389.2686	376.9998	361.8315	344.7040	326.7249	309.1137	293.1247	279.9443	270.5797	265.7580	265.8557	270.8666	280.4016	293.7202	309.8043	327.4603	345.4327	362.5040	406.5211	429.7461	445.8493	454.0148	453.8369	445.3259	428.9077	405.4163	376.0820	342.5290	306.7820	271.2707	238.7377	211.9238	193.0484	183.4276	183.5730	193.5117	212.7375	239.8726	272.6275	308.2343	343.9579	377.3889	425.0979	458.4089	481.3762	492.9848	492.7297	480.6260	457.2068	423.5102	381.0654	331.9274	278.8537	225.7384	177.9697	141.4937	119.6238	110.6702	110.3190	119.1937	141.7536	179.1932	227.6138	280.9657	334.0074	382.9537
09-10	446.8557	453.8542	457.3274	457.0684	453.0940	445.6426	435.1651	422.3096	407.8881	392.8420	378.1899	364.9633	354.1286	346.5042	342.6796	342.9562	347.3128	355.4091	366.6206	380.1040	394.8778	409.9059	424.1746	436.7557	477.9662	491.3892	498.0260	497.5262	489.9190	475.6131	455.3847	430.3600	401.9909	372.0201	342.4367	315.3856	292.9960	277.1328	269.1437	269.7062	278.7794	295.6014	318.7437	346.2851	376.0743	405.9720	434.0113	458.4798	497.4327	516.7263	526.2362	525.5149	514.6033	494.0281	464.7905	428.3478	386.6062	341.9419	297.2812	256.1246	222.2141	198.6418	187.0271	187.7694	200.9096	225.9798	261.1162	303.0335	347.9622	392.4626	433.6771	469.2837
09-11	483.8799	485.9290	484.6082	479.9991	472.3833	462.2315	450.1816	437.0093	423.5864	410.8343	399.6545	390.8652	385.1282	382.8848	384.3104	389.2955	397.4574	408.1785	420.6684	434.0338	447.3526	459.7301	470.3647	478.5842	516.6350	520.5616	518.0182	509.1481	494.4418	474.7247	451.1343	425.0869	398.2388	372.4113	349.4956	331.2946	319.3232	314.6132	317.5796	327.9697	344.8906	366.9231	392.3054	419.1384	445.5615	469.8624	490.5596	506.4483	536.9869	542.6293	538.9633	526.1778	504.9138	476.2518	441.6940	403.1479	362.9236	323.7273	288.5889	260.5570	242.1546	234.9304	239.4330	255.3445	281.3784	315.2146	353.8590	394.2132	433.4522	469.1546	499.3040	522.3042
09-12	491.4148	488.5209	482.5734	473.9394	463.1577	450.9137	438.0107	425.3149	413.7097	404.0291	396.9901	393.1278	392.7411	395.8623	402.2520	411.4248	422.6971	435.2507	448.2029	460.6739	471.8379	480.9799	487.5275	491.0773	523.8635	518.2879	506.8125	490.0806	469.0481	444.9561	419.2968	393.7508	370.1142	350.1741	335.5406	327.4534	326.6198	333.1198	346.3965	365.3244	388.3568	413.7153	439.5732	464.1967	486.0324	503.7757	516.4083	523.2275	543.8318	535.7879	519.2069	494.9327	464.2267	428.7479	390.5405	352.0158	315.9267	285.2062	262.5861	250.0990	248.7956	258.7796	279.2434	308.4045	343.6611	382.0531	420.7138	457.1037	489.0673	514.8503	533.1092	542.9283
09-13	464.2354	456.5546	446.2411	433.9386	420.4353	406.6228	393.4441	381.8312	372.6350	366.5494	364.0448	365.3185	370.2734	378.5279	389.4551	402.2451	415.9792	429.7045	442.5009	453.5385	462.1226	467.7204	469.9938	468.8076	495.4688	480.6578	460.6520	436.6020	409.9357	382.3319	355.6545	331.8527	312.8030	300.0975	294.8341	297.4762	307.8008	324.9244	347.4059	373.4311	401.0327	428.2798	453.4034	474.8760	491.4512	502.2032	506.5493	504.2610	514.7746	493.3847	464.3453	429.1649	389.7574	348.4506	308.0033	271.5509	242.3016	222.9186	214.9772	218.9785	234.6418	260.8178	295.2565	334.8769	376.4136	416.8957	453.8020	485.0622	509.0330	524.5093	530.7407	527.4375
09-14	375.4412	364.4599	351.5906	337.6534	323.5700	310.3126	298.8365	290.0009	284.4880	282.7329	284.8764	290.7504	299.8953	311.6083	325.0141	339.1478	353.0342	365.7541	376.4983	384.6041	389.5844	391.1455	389.1973	383.8564	400.2380	379.0124	353.8881	326.3352	298.0927	271.1242	247.5011	229.1827	217.7255	214.0753	218.5172	230.6978	249.6222	273.7011	300.9536	329.2908	356.7413	381.5707	402.3277	417.8655	427.3586	430.3165	426.5931	416.3872	415.2961	384.5825	347.8860	307.1387	264.7843	223.9224	188.2587	161.3800	145.4486	140.7118	146.7909	163.8304	191.5334	227.7878	269.0196	311.4927	352.0813	388.3420	418.3661	440.6883	454.2629	458.4730	453.1384	438.5165
09-15	284.3826	269.7010	253.6617	237.3270	221.8401	208.3375	197.8414	191.1524	188.7752	190.8855	197.3247	207.6082	220.9552	236.3576	252.6822	268.7807	283.5798	296.1437	305.7132	311.7295	313.8503	311.9568	306.1572	296.7836	306.1443	277.6642	246.0805	213.4308	182.1862	155.0623	134.4764	121.8751	117.6013	121.5433	133.6892	153.7512	180.4505	211.4825	244.1353	275.8840	304.6339	328.7295	346.9056	358.2577	362.2396	358.6643	347.7081	329.9056	319.9465	278.6337	232.1773	183.6355	137.7955	101.3159	80.0796	73.8124	73.2715	74.7725	81.5263	100.8703	135.7347	180.8181	229.3007	276.0549	317.8134	352.4141	378.3092	394.4017	400.0248	394.9524	379.4051	354.0420
09-16	153.1808	139.5157	125.5035	112.2172	100.6974	91.7794	85.9677	83.4492	84.2427	88.3297	95.6227	105.8087	118.2393	131.9774	145.9507	159.1151	170.5587	179.5496	185.5503	188.2191	187.4082	183.1635	175.7239	165.5212	165.4174	138.6484	111.0894	85.8429	66.5844	56.1313	53.2537	52.9666	53.2059	54.7640	60.7057	75.0578	97.2118	123.8147	151.3002	176.9343	198.8650	215.8567	227.0854	232.0468	230.5272	222.5980	208.6143	189.2249	173.1989	134.1842	94.2834	62.1164	52.4815	52.5200	52.5500	52.5652	52.5674	52.5631	52.5492	55.5988	75.9884	112.5910	152.6894	189.8461	221.1712	245.1756	260.9315	267.8630	265.7234	254.6013	234.9149	207.4054
09-17	33.2307	27.7433	23.1739	20.2042	18.8965	18.6502	18.6452	18.6465	18.7384	19.0341	20.2492	22.9445	27.2672	32.6097	38.2827	43.6259	48.1043	51.3311	53.0571	53.1585	51.6275	48.5718	44.2205	38.9372	35.4734	24.8084	18.7309	18.4922	18.5040	18.5133	18.5179	18.5186	18.5179	18.5153	18.5086	19.0726	24.1312	34.1808	45.7161	56.5117	65.3655	71.6253	74.9341	75.1266	72.1946	66.2861	57.7264	47.1013	36.8535	21.7695	18.1029	18.1224	18.1339	18.1340	18.1340	18.1340	18.1340	18.1340	18.1340	18.1288	21.3857	34.9044	52.0068	67.7440	80.3864	89.2123	93.8463	94.1081	89.9926	81.6670	69.4810	54.0691
09-18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
09-23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-03	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-04	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-05	0.2307	0.2855	0.3565	0.4314	0.4995	0.5528	0.5861	0.5963	0.5826	0.5462	0.4902	0.4205	0.3455	0.2760	0.2246	0.2114	0.2114	0.2114	0.2114	0.2114	0.2114	0.2114	0.2115	0.2115	0.1974	0.2717	0.4213	0.5823	0.7249	0.8336	0.9003	0.9206	0.8934	0.8202	0.7058	0.5592	0.3975	0.2534	0.1972	0.1971	0.1971	0.1971	0.1971	0.1971	0.1972	0.1972	0.1973	0.1973	0.1835	0.2551	0.4824	0.7251	0.9340	1.0904	1.1855	1.2143	1.1756	1.0712	0.9063	0.6908	0.4459	0.2292	0.1832	0.1831	0.1831	0.1831	0.1831	0.1831	0.1831	0.1832	0.1833	0.1834
10-06	50.3816	58.4388	66.3377	73.3573	78.9352	82.6725	84.3237	83.7854	81.0930	76.4222	70.0973	62.6031	54.5894	46.8402	40.1641	35.2211	32.1219	30.4592	29.9130	29.9560	30.8321	33.0078	37.0244	42.9867	46.7082	62.6065	78.3507	92.1071	102.8352	109.9259	113.0331	112.0144	106.9175	97.9852	85.6916	70.8551	54.9118	40.3870	31.0075	28.0437	27.8989	27.8989	27.8989	27.8989	27.8989	27.8989	28.2141	33.7770	42.0996	65.1646	88.1763	107.9041	123.0658	133.0064	137.3466	135.9244	128.7933	116.2231	98.7224	77.2192	53.8500	34.4589	27.5202	27.4063	27.4063	27.4063	27.4063	27.4063	27.4063	27.4063	27.4063	27.9817
10-07	171.7758	184.6584	196.1317	205.4691	212.1119	215.6790	215.9702	212.9696	206.8453	197.9480	186.8075	174.1238	160.7490	147.6414	135.7814	126.0504	119.1167	115.3904	115.0567	118.1427	124.5122	133.8018	145.3718	158.3564	171.5017	196.6911	218.7835	236.5281	249.0352	255.7145	256.2594	250.6449	239.1280	222.2495	200.8486	176.1211	149.7455	124.0298	101.8013	85.6091	76.3273	72.2907	71.7079	74.5679	82.5382	97.7779	119.4277	144.9581	166.9914	203.7027	235.4534	260.6816	278.3446	287.7443	288.5119	280.6171	264.3692	240.4088	209.7180	173.7760	135.1661	99.0235	74.4892	66.0577	65.3586	65.3586	65.3586	65.3586	65.3586	69.3272	92.2689	128.0524
10-08	304.1292	317.1255	328.0230	336.1652	341.0756	342.4720	340.2747	334.6086	325.8004	314.3681	301.0064	286.5610	271.9926	258.3201	246.5452	237.5623	232.0684	230.4943	232.9652	239.2881	248.9682	261.2550	275.2195	289.8479	310.0805	335.3124	356.2236	371.7157	381.0090	383.6467	379.5006	368.7716	351.9881	330.0003	303.9787	275.4238	246.1796	218.4026	194.3817	176.1571	165.1180	161.9304	166.7867	179.4911	199.2110	224.3296	252.6717	281.9487	308.6239	345.2785	375.3398	397.4527	410.6612	414.4047	408.5261	393.2726	369.2915	337.6234	299.7163	257.5284	213.8152	172.5268	138.5799	115.8732	104.5848	101.3458	104.9025	118.4537	144.3795	180.9542	223.4536	267.1890
10-09	441.8771	452.6818	460.9193	466.0875	467.8758	466.1781	461.0953	452.9325	442.1872	429.5285	415.7676	401.8172	388.6378	377.1729	368.2727	362.6172	360.6472	362.5182	368.0823	376.9054	388.3134	401.4592	415.4013	429.1788	454.0045	474.9536	490.8121	500.7147	504.1338	500.8891	491.1526	475.4430	454.6165	429.8484	402.6094	374.6285	347.8314	324.2274	305.7225	293.8866	289.7465	293.6665	305.3082	323.6597	347.1567	373.8956	401.8689	429.1498	455.7135	486.1279	509.0036	523.2288	528.1308	523.4817	509.5003	486.8489	456.6255	420.3565	379.9995	337.9776	297.2209	261.0699	232.8103	214.9184	208.6670	214.4442	232.0039	260.0773	296.1264	336.8340	378.8664	419.3022
10-10	545.1861	551.7770	555.7276	556.7925	554.9067	550.1877	542.9305	533.5934	522.7757	511.1860	499.6021	488.8226	479.6107	472.6354	468.4140	467.2645	469.2753	474.2947	481.9469	491.6678	502.7555	514.4292	525.8889	536.3690	560.3139	573.1140	580.7576	582.8110	579.1616	570.0189	555.9084	537.6550	516.3561	493.3408	470.1158	448.2862	429.4518	415.0718	406.3135	403.9125	408.0763	418.4555	434.1895	454.0163	476.4192	499.7772	522.4942	543.0985	563.0148	581.6294	591.9303	594.5125	589.7395	577.1312	556.5951	529.8890	498.5028	464.2807	429.3811	396.2107	367.2952	345.0401	331.4106	327.6448	334.0961	350.1903	374.4804	404.8431	438.7982	473.8173	507.5335	537.8531
10-11	582.4059	584.0800	583.2651	580.0132	574.5296	567.1645	558.3922	548.7880	538.9942	529.6796	521.4957	515.0263	510.7428	508.9614	509.8155	513.2427	518.9896	526.6364	535.6327	545.3436	555.0985	564.2385	572.1593	578.3469	598.7396	601.6574	600.2069	594.3483	583.7842	569.3605	552.0835	533.0366	513.4601	494.6862	478.0552	464.8113	455.9885	452.2990	454.0487	461.0976	472.8769	488.4569	506.6515	526.1343	545.5504	563.6095	579.1599	591.2451	601.8262	605.9897	603.9068	595.4632	580.3036	559.1570	533.6804	505.3877	476.0562	447.6602	422.2659	401.8713	388.1927	382.4372	385.1304	396.0381	414.1980	438.0561	465.6804	494.9904	523.9437	550.6641	573.5248	591.0098
10-12	555.0674	552.1502	547.2802	540.7685	533.0366	524.5929	516.0021	507.8511	500.7090	495.0847	491.3860	489.8859	490.6963	493.7585	498.8478	505.5935	513.5120	522.0449	530.6040	538.6103	545.5337	550.9239	554.4353	555.8459	569.0977	563.7767	554.3333	541.5734	526.3415	509.5979	492.4355	476.0224	461.5275	450.0302	442.4234	439.3174	440.9697	447.2506	457.6593	471.3810	487.3771	504.4855	521.5167	537.3371	550.9347	561.4683	567.9637	570.5225	570.9898	563.2343	549.6947	530.9815	508.5212	483.6604	457.9683	433.1752	411.0787	393.4061	381.6326	376.7904	379.3204	389.0089	405.0139	425.9821	450.2308	475.9418	501.3239	524.7275	544.7188	560.0201	569.3458	573.0672
10-13	491.1027	485.0805	477.7250	469.5134	460.9942	452.7435	445.3351	439.2966	435.0678	432.9617	433.1370	435.5815	440.1137	446.3994	453.9822	462.3224	470.8408	478.9612	486.1415	491.9165	495.9174	497.8922	497.7179	495.4060	501.2065	489.4504	475.0131	458.7859	441.8119	425.2269	410.2007	397.8505	389.1397	384.7761	385.1244	390.1604	399.4719	412.3103	427.6792	444.4388	461.4084	477.4532	491.5433	502.8111	510.5833	514.4068	514.0630	509.5753	501.0957	483.9270	462.7273	438.7339	413.4131	388.4271	365.5594	346.5941	333.1274	326.3478	326.8682	334.6486	349.0025	368.6825	392.0475	417.2831	442.5907	466.3110	486.9977	503.4481	514.7494	520.1595	519.6132	513.2723
10-14	445.3601	435.2140	424.0689	412.6628	401.7745	392.1715	384.5522	379.4865	377.3612	378.3410	382.3517	389.0872	398.0405	408.5525	419.8715	431.2134	441.8163	450.9888	458.1477	462.8468	464.7978	463.8825	460.1579	453.8533	455.0694	435.2080	413.1885	390.4089	368.4086	348.7840	333.0601	322.5286	318.0849	320.1140	328.4459	342.3741	360.7424	382.0884	404.8135	427.3312	448.1713	466.0484	479.9091	488.9635	492.7084	490.9405	483.7616	471.5739	455.1091	426.0302	393.4891	359.4391	326.1543	296.1673	272.0378	255.9183	249.1570	252.2437	264.9463	286.2720	314.3799	346.8155	380.9673	414.4124	445.0471	471.1121	491.1981	504.2636	509.6506	507.0967	496.7379	479.1043
10-15	345.3785	330.6584	315.4767	300.8708	287.8860	277.4905	270.4839	267.4158	268.5299	273.7384	282.6322	294.5214	308.5054	323.5620	338.6369	352.7212	364.9128	374.4589	380.7870	383.5261	382.5174	377.8210	369.7129	358.6750	352.6929	323.7232	293.4043	263.8095	237.2023	215.7951	201.3933	195.1236	197.4140	208.0960	226.3838	250.8001	279.2984	309.5944	339.4858	367.0283	390.5928	408.8798	420.9262	426.1165	424.1924	415.2556	399.7655	378.5298	351.6921	309.0541	263.8032	219.2051	179.4346	148.8321	130.0322	122.7661	125.6755	139.0518	164.0547	199.7545	242.5585	288.0200	332.3302	372.6149	406.7093	432.9618	450.1653	457.5512	454.7991	442.0402	419.8539	389.2565
10-16	230.5795	214.4734	198.7034	184.4268	172.7129	164.4191	160.1117	160.0584	164.2563	172.4380	184.0493	198.2501	213.9838	230.0958	245.4573	259.0512	270.0290	277.7373	281.7323	281.7896	277.9067	270.3040	259.4187	245.8972	231.3609	199.4770	168.0992	140.2023	118.6243	104.9260	98.7536	98.8934	105.1591	118.6029	139.7545	167.3044	198.5244	230.4176	260.4361	286.6237	307.5210	322.0693	329.5679	329.6657	322.3625	308.0068	287.2939	261.2684	226.4993	179.5471	134.1098	98.4086	82.5877	82.1881	82.2134	82.2247	82.2213	84.7223	99.6005	133.4516	178.2229	225.1299	268.9038	306.6010	336.3865	356.9905	367.5691	367.6957	357.3729	337.0313	307.5145	270.0781
10-17	78.5266	68.5999	60.0093	53.4542	49.1980	47.0419	46.7568	47.6819	50.3595	55.1982	62.2535	71.1825	81.2383	91.4952	101.0558	109.1644	115.2456	118.9038	119.9150	118.2184	113.9147	107.2686	98.7158	88.8716	74.6458	56.1511	43.7984	41.3323	41.3484	41.3597	41.3656	41.3658	41.3601	41.9817	47.3699	60.9763	79.9632	100.1905	118.9333	134.5626	146.1075	152.9821	154.8713	151.6928	143.5904	130.9426	114.4051	95.0453	69.0908	45.1955	40.6402	40.6689	40.6904	40.6915	40.6915	40.6915	40.6915	40.6873	41.0641	51.3601	76.7842	106.2825	133.3879	155.6245	171.8675	181.4795	184.1084	179.6628	168.3114	150.4793	126.8833	98.7940
10-18	2.3978	1.8990	1.8997	1.9004	1.9007	1.9010	1.9011	1.9009	1.9005	1.9000	2.1638	2.9336	4.0478	5.2725	6.4258	7.3684	8.0043	8.2769	8.1632	7.6725	6.8471	5.7655	4.5481	3.3595	1.9268	1.8904	1.8920	1.8927	1.8927	1.8927	1.8927	1.8927	1.8927	1.8924	1.8911	2.6770	4.9290	7.5511	9.9679	11.8852	13.1509	13.6868	13.4635	12.4933	10.8325	8.5970	6.0073	3.4939	1.8355	1.8379	1.8388	1.8388	1.8388	1.8388	1.8388	1.8388	1.8388	1.8388	1.8386	2.3993	5.6936	9.6621	13.2076	15.9554	17.7467	18.5005	18.1856	16.8156	14.4505	11.2093	7.3424	3.5231
10-19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
